callid,date,agent,dept,answrd,rsolvd,speedansr,avgtlkdur,satisrate,column1
ID0309,06/01/2016 13:30,Greg,Television,Y,Y,70,0:05:19,3,FALSE
ID0310,06/01/2016 13:30,Diane,Fridge,N,N,,,,FALSE
ID0311,06/01/2016 13:58,Stewart,Toaster,Y,Y,122,0:02:56,3,FALSE
ID0312,06/01/2016 13:58,Martha,Television,N,N,,,,FALSE
ID0313,06/01/2016 14:03,Joe,Toaster,Y,Y,19,0:00:55,1,FALSE
ID0314,06/01/2016 14:03,Greg,Toaster,Y,Y,71,0:02:37,4,FALSE
ID0315,06/01/2016 14:13,Joe,Air Conditioner,Y,Y,24,0:04:59,1,FALSE
ID0316,06/01/2016 14:13,Martha,Air Conditioner,Y,Y,67,0:05:36,1,FALSE
ID0317,06/01/2016 14:32,Martha,Television,Y,N,57,0:04:14,3,FALSE
ID0318,06/01/2016 14:32,Diane,Television,Y,Y,108,0:05:03,4,FALSE
ID0319,06/01/2016 14:57,Stewart,Toaster,Y,Y,99,0:04:08,4,FALSE
ID0320,06/01/2016 14:57,Stewart,Toaster,Y,Y,56,0:04:52,1,FALSE
ID0321,06/01/2016 15:02,Stewart,Toaster,Y,Y,121,0:03:57,3,FALSE
ID0322,06/01/2016 15:02,Greg,Fridge,N,N,,,,FALSE
ID0323,06/01/2016 15:12,Joe,Washing Machine,Y,Y,72,0:06:00,1,FALSE
ID0324,06/01/2016 15:12,Greg,Washing Machine,Y,Y,54,0:06:15,4,FALSE
ID0325,06/01/2016 16:17,Martha,Fridge,Y,Y,30,0:04:36,3,FALSE
ID0326,06/01/2016 16:17,Jim,Toaster,Y,Y,44,0:01:04,2,FALSE
ID0327,06/01/2016 16:22,Greg,Toaster,Y,N,97,0:01:58,4,FALSE
ID0328,06/01/2016 16:22,Jim,Television,Y,Y,47,0:01:49,3,FALSE
ID0329,06/01/2016 16:27,Dan,Television,Y,Y,53,0:01:43,3,FALSE
ID0330,06/01/2016 16:27,Dan,Washing Machine,N,N,,,,FALSE
ID0331,06/01/2016 16:35,Martha,Toaster,N,N,,,,FALSE
ID0332,06/01/2016 16:35,Jim,Television,N,N,,,,FALSE
ID0333,06/01/2016 16:39,Stewart,Fridge,Y,Y,81,0:03:45,3,FALSE
ID0334,06/01/2016 16:39,Diane,Washing Machine,Y,Y,11,0:00:34,4,FALSE
ID0335,06/01/2016 17:00,Martha,Toaster,Y,Y,48,0:00:53,5,FALSE
ID0336,06/01/2016 17:00,Stewart,Washing Machine,Y,Y,37,0:06:54,5,FALSE
ID0337,06/01/2016 17:19,Martha,Air Conditioner,Y,Y,115,0:02:34,4,FALSE
ID0338,06/01/2016 17:19,Greg,Toaster,Y,Y,81,0:00:53,4,FALSE
ID0339,06/01/2016 17:21,Becky,Washing Machine,N,N,,,,FALSE
ID0340,06/01/2016 17:21,Jim,Fridge,Y,Y,12,0:03:12,5,FALSE
ID0341,06/01/2016 17:22,Stewart,Fridge,Y,Y,75,0:02:51,3,FALSE
ID0342,06/01/2016 17:22,Jim,Washing Machine,Y,Y,42,0:01:17,4,FALSE
ID0343,06/01/2016 17:24,Greg,Fridge,Y,Y,96,0:01:45,5,FALSE
ID0344,06/01/2016 17:24,Stewart,Toaster,Y,Y,58,0:01:51,5,FALSE
ID0345,07/01/2016 9:04,Dan,Washing Machine,Y,Y,62,0:05:16,5,FALSE
ID0346,07/01/2016 9:04,Greg,Toaster,Y,Y,74,0:02:10,5,FALSE
ID0347,07/01/2016 9:07,Becky,Air Conditioner,Y,Y,26,0:01:10,3,FALSE
ID0348,07/01/2016 9:07,Diane,Air Conditioner,N,N,,,,FALSE
ID0349,07/01/2016 9:20,Joe,Air Conditioner,Y,Y,40,0:05:08,2,FALSE
ID0350,07/01/2016 9:20,Joe,Television,Y,Y,12,0:04:54,3,FALSE
ID0351,07/01/2016 10:14,Joe,Washing Machine,Y,Y,114,0:03:41,5,FALSE
ID0352,07/01/2016 10:14,Becky,Washing Machine,Y,Y,85,0:03:29,4,FALSE
ID0353,07/01/2016 10:23,Diane,Fridge,Y,Y,52,0:01:55,5,FALSE
ID0354,07/01/2016 10:23,Greg,Television,Y,Y,60,0:04:18,3,FALSE
ID0355,07/01/2016 10:33,Joe,Fridge,Y,Y,76,0:05:07,4,FALSE
ID0356,07/01/2016 10:33,Stewart,Washing Machine,N,N,,,,FALSE
ID0357,07/01/2016 10:48,Becky,Television,N,N,,,,FALSE
ID0358,07/01/2016 10:48,Joe,Television,Y,Y,25,0:01:20,5,FALSE
ID0359,07/01/2016 11:36,Greg,Television,Y,Y,37,0:02:32,3,FALSE
ID0360,07/01/2016 11:36,Dan,Fridge,Y,Y,71,0:05:41,3,FALSE
ID0361,07/01/2016 11:42,Jim,Fridge,Y,Y,76,0:04:37,1,FALSE
ID0362,07/01/2016 11:42,Stewart,Air Conditioner,Y,Y,66,0:06:50,3,FALSE
ID0363,07/01/2016 11:47,Diane,Fridge,Y,Y,72,0:03:25,3,FALSE
ID0364,07/01/2016 11:47,Jim,Fridge,Y,Y,47,0:06:37,5,FALSE
ID0365,07/01/2016 12:08,Jim,Toaster,N,N,,,,FALSE
ID0366,07/01/2016 12:08,Greg,Toaster,Y,Y,29,0:02:51,5,FALSE
ID0367,07/01/2016 12:36,Dan,Television,N,N,,,,FALSE
ID0368,07/01/2016 12:36,Becky,Washing Machine,Y,Y,122,0:01:40,4,FALSE
ID0369,07/01/2016 12:48,Greg,Air Conditioner,Y,Y,52,0:04:06,5,FALSE
ID0370,07/01/2016 12:48,Martha,Fridge,Y,Y,33,0:04:26,4,FALSE
ID0371,07/01/2016 13:26,Joe,Toaster,Y,Y,123,0:02:24,3,FALSE
ID0372,07/01/2016 13:26,Greg,Air Conditioner,Y,Y,23,0:02:03,4,FALSE
ID0373,07/01/2016 13:30,Becky,Television,N,N,,,,FALSE
ID0374,07/01/2016 13:30,Stewart,Fridge,Y,N,29,0:03:25,5,FALSE
ID0375,07/01/2016 13:42,Greg,Washing Machine,N,N,,,,FALSE
ID0376,07/01/2016 13:42,Becky,Television,Y,Y,54,0:03:48,5,FALSE
ID0377,07/01/2016 13:45,Dan,Television,Y,Y,14,0:04:43,4,FALSE
ID0378,07/01/2016 13:45,Dan,Toaster,Y,Y,11,0:04:25,3,FALSE
ID0379,07/01/2016 14:31,Joe,Toaster,Y,Y,84,0:04:59,1,FALSE
ID0380,07/01/2016 14:31,Martha,Toaster,Y,Y,21,0:02:51,4,FALSE
ID0381,07/01/2016 15:53,Martha,Air Conditioner,Y,N,81,0:05:10,3,FALSE
ID0382,07/01/2016 15:53,Dan,Toaster,N,N,,,,FALSE
ID0383,07/01/2016 16:07,Diane,Fridge,N,N,,,,FALSE
ID0384,07/01/2016 16:07,Stewart,Air Conditioner,Y,Y,84,0:06:22,4,FALSE
ID0385,07/01/2016 16:29,Martha,Television,Y,Y,118,0:03:35,2,FALSE
ID0386,07/01/2016 16:29,Becky,Air Conditioner,Y,Y,35,0:06:15,2,FALSE
ID0387,07/01/2016 16:40,Dan,Toaster,Y,Y,82,0:02:13,3,FALSE
ID0388,07/01/2016 16:40,Jim,Television,Y,Y,119,0:03:03,4,FALSE
ID0389,07/01/2016 17:03,Jim,Washing Machine,Y,Y,107,0:06:46,2,FALSE
ID0390,07/01/2016 17:03,Joe,Washing Machine,Y,Y,86,0:00:42,4,FALSE
ID0391,07/01/2016 17:39,Diane,Television,Y,Y,76,0:01:23,4,FALSE
ID0392,07/01/2016 17:39,Stewart,Television,Y,N,78,0:03:07,3,FALSE
ID0393,07/01/2016 17:47,Jim,Fridge,Y,Y,118,0:00:33,3,FALSE
ID0394,07/01/2016 17:47,Diane,Air Conditioner,N,N,,,,FALSE
ID0395,07/01/2016 17:48,Joe,Fridge,Y,Y,47,0:02:02,5,FALSE
ID0396,07/01/2016 17:48,Diane,Fridge,Y,Y,86,0:02:58,2,FALSE
ID0397,07/01/2016 17:55,Greg,Air Conditioner,Y,Y,76,0:05:52,3,FALSE
ID0398,07/01/2016 17:55,Jim,Toaster,Y,Y,32,0:03:23,4,FALSE
ID0399,08/01/2016 9:00,Joe,Fridge,Y,Y,98,0:03:33,5,FALSE
ID0400,08/01/2016 9:00,Jim,Air Conditioner,Y,Y,86,0:00:37,4,FALSE
ID0401,08/01/2016 9:24,Diane,Air Conditioner,Y,Y,37,0:01:05,3,FALSE
ID0402,08/01/2016 9:24,Greg,Fridge,Y,Y,15,0:04:27,5,FALSE
ID0403,08/01/2016 9:47,Diane,Washing Machine,Y,Y,114,0:04:13,5,FALSE
ID0404,08/01/2016 9:47,Stewart,Toaster,N,N,,,,FALSE
ID0405,08/01/2016 9:59,Jim,Air Conditioner,N,N,,,,FALSE
ID0406,08/01/2016 9:59,Martha,Television,N,N,,,,FALSE
ID0407,08/01/2016 10:42,Martha,Television,Y,N,23,0:02:16,3,FALSE
ID0408,08/01/2016 10:42,Dan,Toaster,N,N,,,,FALSE
ID0409,08/01/2016 10:49,Joe,Fridge,Y,Y,69,0:05:41,3,FALSE
ID0410,08/01/2016 10:49,Stewart,Washing Machine,Y,Y,15,0:06:10,4,FALSE
ID0411,08/01/2016 10:49,Becky,Air Conditioner,Y,Y,119,0:05:28,3,FALSE
ID0412,08/01/2016 10:49,Becky,Television,Y,Y,68,0:05:17,1,FALSE
ID0413,08/01/2016 11:00,Diane,Washing Machine,Y,Y,115,0:06:10,3,FALSE
ID0414,08/01/2016 11:00,Joe,Washing Machine,Y,Y,84,0:01:11,5,FALSE
ID0415,08/01/2016 11:16,Dan,Washing Machine,Y,N,59,0:01:17,4,FALSE
ID0416,08/01/2016 11:16,Diane,Air Conditioner,Y,N,112,0:03:34,4,FALSE
ID0417,08/01/2016 11:16,Dan,Washing Machine,N,N,,,,FALSE
ID0418,08/01/2016 11:16,Dan,Fridge,Y,Y,39,0:04:51,3,FALSE
ID0419,08/01/2016 12:12,Jim,Television,Y,Y,31,0:06:35,5,FALSE
ID0420,08/01/2016 12:12,Dan,Television,Y,Y,112,0:03:41,2,FALSE
ID0421,08/01/2016 12:14,Greg,Television,Y,Y,49,0:02:25,4,FALSE
ID0422,08/01/2016 12:14,Greg,Air Conditioner,Y,Y,18,0:06:38,3,FALSE
ID0423,08/01/2016 12:38,Stewart,Air Conditioner,Y,Y,80,0:02:43,4,FALSE
ID0424,08/01/2016 12:38,Dan,Fridge,Y,Y,57,0:02:33,3,FALSE
ID0425,08/01/2016 12:48,Stewart,Washing Machine,N,N,,,,FALSE
ID0426,08/01/2016 12:48,Diane,Washing Machine,Y,N,87,0:06:18,4,FALSE
ID0427,08/01/2016 13:10,Diane,Toaster,N,N,,,,FALSE
ID0428,08/01/2016 13:10,Greg,Television,Y,Y,81,0:05:56,3,FALSE
ID0429,08/01/2016 13:10,Joe,Air Conditioner,N,N,,,,FALSE
ID0430,08/01/2016 13:10,Jim,Television,Y,Y,47,0:02:11,5,FALSE
ID0431,08/01/2016 13:17,Joe,Television,Y,Y,57,0:06:15,4,FALSE
ID0432,08/01/2016 13:17,Becky,Toaster,N,N,,,,FALSE
ID0433,08/01/2016 13:43,Joe,Washing Machine,Y,Y,104,0:03:55,4,FALSE
ID0434,08/01/2016 13:43,Becky,Fridge,Y,Y,16,0:05:46,3,FALSE
ID0435,08/01/2016 15:37,Greg,Television,Y,Y,37,0:04:13,4,FALSE
ID0436,08/01/2016 15:37,Diane,Fridge,N,N,,,,FALSE
ID0437,08/01/2016 15:43,Stewart,Air Conditioner,Y,Y,61,0:02:06,4,FALSE
ID0438,08/01/2016 15:43,Stewart,Fridge,Y,N,41,0:03:10,4,FALSE
ID0439,08/01/2016 15:53,Diane,Television,Y,Y,40,0:01:21,4,FALSE
ID0440,08/01/2016 15:53,Diane,Fridge,Y,Y,55,0:05:21,2,FALSE
ID0441,08/01/2016 15:54,Greg,Fridge,Y,Y,92,0:00:53,3,FALSE
ID0442,08/01/2016 15:54,Dan,Washing Machine,Y,Y,118,0:01:38,5,FALSE
ID0443,08/01/2016 16:37,Dan,Television,Y,Y,82,0:05:43,3,FALSE
ID0444,08/01/2016 16:37,Dan,Television,Y,Y,83,0:01:20,3,FALSE
ID0445,08/01/2016 18:00,Jim,Toaster,Y,Y,78,0:05:13,2,FALSE
ID0446,08/01/2016 18:00,Diane,Toaster,Y,N,111,0:05:14,5,FALSE
ID0447,09/01/2016 9:07,Jim,Washing Machine,Y,Y,107,0:05:22,4,FALSE
ID0448,09/01/2016 9:07,Martha,Television,Y,Y,108,0:04:03,2,FALSE
ID0449,09/01/2016 9:24,Greg,Toaster,Y,Y,97,0:02:39,5,FALSE
ID0450,09/01/2016 9:24,Dan,Television,Y,Y,31,0:06:20,5,FALSE
ID0451,09/01/2016 9:34,Martha,Toaster,Y,Y,20,0:01:49,4,FALSE
ID0452,09/01/2016 9:34,Jim,Fridge,Y,Y,110,0:06:53,3,FALSE
ID0453,09/01/2016 10:22,Dan,Air Conditioner,Y,Y,86,0:05:02,5,FALSE
ID0454,09/01/2016 10:22,Becky,Television,Y,Y,77,0:02:11,4,FALSE
ID0455,09/01/2016 10:29,Diane,Television,Y,Y,119,0:06:47,3,FALSE
ID0456,09/01/2016 10:29,Martha,Fridge,N,N,,,,FALSE
ID0457,09/01/2016 10:32,Jim,Air Conditioner,Y,Y,13,0:03:06,3,FALSE
ID0458,09/01/2016 10:32,Stewart,Toaster,Y,Y,106,0:02:27,5,FALSE
ID0459,09/01/2016 10:58,Joe,Toaster,Y,Y,35,0:05:25,3,FALSE
ID0460,09/01/2016 10:58,Martha,Washing Machine,Y,N,46,0:05:23,3,FALSE
ID0461,09/01/2016 11:05,Stewart,Fridge,Y,N,24,0:06:15,3,FALSE
ID0462,09/01/2016 11:05,Stewart,Television,Y,Y,88,0:06:33,5,FALSE
ID0463,09/01/2016 11:11,Joe,Fridge,Y,Y,81,0:02:42,3,FALSE
ID0464,09/01/2016 11:11,Jim,Toaster,Y,Y,96,0:04:33,3,FALSE
ID0465,09/01/2016 11:16,Becky,Fridge,Y,Y,46,0:06:05,3,FALSE
ID0466,09/01/2016 11:16,Dan,Washing Machine,Y,Y,25,0:01:40,4,FALSE
ID0467,09/01/2016 11:25,Stewart,Fridge,Y,Y,81,0:02:07,4,FALSE
ID0468,09/01/2016 11:25,Dan,Toaster,N,N,,,,FALSE
ID0469,09/01/2016 11:48,Dan,Air Conditioner,Y,Y,97,0:06:50,1,FALSE
ID0470,09/01/2016 11:48,Martha,Air Conditioner,Y,Y,116,0:03:16,5,FALSE
ID0471,09/01/2016 11:48,Joe,Toaster,N,N,,,,FALSE
ID0472,09/01/2016 11:48,Dan,Fridge,N,N,,,,FALSE
ID0473,09/01/2016 11:48,Becky,Toaster,Y,Y,87,0:05:45,5,FALSE
ID0474,09/01/2016 11:48,Dan,Air Conditioner,Y,Y,43,0:00:35,4,FALSE
ID0475,09/01/2016 11:55,Greg,Washing Machine,Y,Y,102,0:04:48,3,FALSE
ID0476,09/01/2016 11:55,Dan,Toaster,Y,Y,95,0:05:49,5,FALSE
ID0477,09/01/2016 12:31,Dan,Air Conditioner,Y,Y,108,0:04:45,3,FALSE
ID0478,09/01/2016 12:31,Dan,Fridge,Y,Y,80,0:02:11,4,FALSE
ID0479,09/01/2016 12:33,Diane,Toaster,Y,Y,61,0:00:36,5,FALSE
ID0480,09/01/2016 12:33,Greg,Washing Machine,Y,Y,18,0:05:05,5,FALSE
ID0481,09/01/2016 12:40,Joe,Toaster,N,N,,,,FALSE
ID0482,09/01/2016 12:40,Becky,Fridge,Y,N,10,0:00:54,4,FALSE
ID0483,09/01/2016 12:50,Diane,Toaster,Y,Y,92,0:02:25,3,FALSE
ID0484,09/01/2016 12:50,Jim,Air Conditioner,N,N,,,,FALSE
ID0485,09/01/2016 13:03,Becky,Washing Machine,Y,Y,120,0:04:28,1,FALSE
ID0486,09/01/2016 13:03,Dan,Air Conditioner,Y,Y,63,0:04:59,3,FALSE
ID0487,09/01/2016 13:39,Becky,Television,N,N,,,,FALSE
ID0488,09/01/2016 13:39,Joe,Television,Y,Y,101,0:05:30,3,FALSE
ID0489,09/01/2016 13:59,Joe,Toaster,Y,Y,105,0:01:20,1,FALSE
ID0490,09/01/2016 13:59,Joe,Washing Machine,Y,Y,21,0:01:38,4,FALSE
ID0491,09/01/2016 14:12,Joe,Toaster,Y,Y,34,0:05:10,4,FALSE
ID0492,09/01/2016 14:12,Stewart,Air Conditioner,Y,Y,78,0:03:25,1,FALSE
ID0493,09/01/2016 14:19,Diane,Television,Y,Y,44,0:02:54,3,FALSE
ID0494,09/01/2016 14:19,Joe,Fridge,Y,Y,98,0:01:43,1,FALSE
ID0495,09/01/2016 14:51,Martha,Toaster,Y,Y,23,0:03:23,1,FALSE
ID0496,09/01/2016 14:51,Stewart,Fridge,Y,Y,28,0:06:20,3,FALSE
ID0497,09/01/2016 15:43,Joe,Air Conditioner,N,N,,,,FALSE
ID0498,09/01/2016 15:43,Martha,Fridge,Y,Y,43,0:01:03,5,FALSE
ID0499,09/01/2016 16:58,Stewart,Television,N,N,,,,FALSE
ID0500,09/01/2016 16:58,Martha,Washing Machine,N,N,,,,FALSE
ID0501,09/01/2016 17:05,Diane,Toaster,Y,Y,119,0:00:50,4,FALSE
ID0502,09/01/2016 17:05,Dan,Toaster,Y,Y,32,0:02:54,5,FALSE
ID0503,09/01/2016 17:21,Greg,Television,Y,N,50,0:04:17,3,FALSE
ID0504,09/01/2016 17:21,Jim,Fridge,N,N,,,,FALSE
ID0505,09/01/2016 17:22,Joe,Toaster,Y,Y,35,0:04:46,4,FALSE
ID0506,09/01/2016 17:22,Jim,Washing Machine,Y,Y,27,0:02:43,3,FALSE
ID0507,09/01/2016 17:24,Stewart,Television,Y,Y,121,0:03:20,4,FALSE
ID0508,09/01/2016 17:24,Becky,Television,Y,Y,42,0:06:58,2,FALSE
ID0509,09/01/2016 17:28,Greg,Air Conditioner,N,N,,,,FALSE
ID0510,09/01/2016 17:28,Dan,Air Conditioner,N,N,,,,FALSE
ID0511,09/01/2016 17:32,Greg,Toaster,Y,Y,107,0:01:05,5,FALSE
ID0512,09/01/2016 17:32,Martha,Television,Y,Y,116,0:03:31,4,FALSE
ID0513,09/01/2016 17:42,Dan,Air Conditioner,Y,N,60,0:02:06,3,FALSE
ID0514,09/01/2016 17:42,Jim,Toaster,Y,Y,116,0:04:38,4,FALSE
ID0515,10/01/2016 9:00,Stewart,Toaster,Y,Y,19,0:06:11,5,FALSE
ID0516,10/01/2016 9:00,Martha,Washing Machine,Y,Y,75,0:05:50,3,FALSE
ID0517,10/01/2016 9:08,Becky,Fridge,Y,Y,23,0:00:48,3,FALSE
ID0518,10/01/2016 9:08,Diane,Air Conditioner,Y,Y,69,0:03:53,3,FALSE
ID0519,10/01/2016 10:06,Jim,Television,Y,Y,64,0:04:23,5,FALSE
ID0520,10/01/2016 10:06,Martha,Television,Y,Y,117,0:03:23,3,FALSE
ID0521,10/01/2016 10:35,Jim,Television,Y,Y,12,0:06:34,4,FALSE
ID0522,10/01/2016 10:35,Diane,Fridge,Y,Y,102,0:02:38,4,FALSE
ID0523,10/01/2016 11:11,Dan,Air Conditioner,Y,Y,46,0:06:32,4,FALSE
ID0524,10/01/2016 11:11,Martha,Television,Y,N,47,0:01:27,4,FALSE
ID0525,10/01/2016 11:18,Dan,Television,Y,Y,98,0:02:23,4,FALSE
ID0526,10/01/2016 11:18,Jim,Washing Machine,Y,Y,84,0:04:17,4,FALSE
ID0527,10/01/2016 11:29,Greg,Television,Y,Y,12,0:02:13,3,FALSE
ID0528,10/01/2016 11:29,Greg,Toaster,Y,Y,88,0:03:26,4,FALSE
ID0529,10/01/2016 11:31,Stewart,Washing Machine,Y,Y,97,0:05:53,1,FALSE
ID0530,10/01/2016 11:31,Joe,Fridge,Y,Y,51,0:05:56,3,FALSE
ID0531,10/01/2016 11:47,Becky,Fridge,N,N,,,,FALSE
ID0532,10/01/2016 11:47,Dan,Television,Y,Y,106,0:02:37,4,FALSE
ID0533,10/01/2016 12:27,Diane,Fridge,Y,Y,34,0:03:52,4,FALSE
ID0534,10/01/2016 12:27,Stewart,Television,N,N,,,,FALSE
ID0535,10/01/2016 12:33,Dan,Air Conditioner,Y,Y,51,0:05:33,3,FALSE
ID0536,10/01/2016 12:33,Greg,Air Conditioner,Y,Y,74,0:04:54,4,FALSE
ID0537,10/01/2016 12:56,Greg,Washing Machine,Y,Y,29,0:01:16,3,FALSE
ID0538,10/01/2016 12:56,Martha,Fridge,Y,Y,123,0:06:15,3,FALSE
ID0539,10/01/2016 13:13,Becky,Washing Machine,Y,Y,100,0:00:41,4,FALSE
ID0540,10/01/2016 13:13,Dan,Television,Y,Y,43,0:06:53,3,FALSE
ID0541,10/01/2016 13:48,Becky,Air Conditioner,Y,Y,24,0:04:29,4,FALSE
ID0542,10/01/2016 13:48,Jim,Television,Y,Y,78,0:06:14,4,FALSE
ID0543,10/01/2016 13:52,Joe,Toaster,Y,Y,28,0:06:07,5,FALSE
ID0544,10/01/2016 13:52,Joe,Fridge,Y,Y,36,0:01:28,3,FALSE
ID0545,10/01/2016 14:09,Joe,Toaster,N,N,,,,FALSE
ID0546,10/01/2016 14:09,Jim,Toaster,Y,Y,10,0:04:32,2,FALSE
ID0547,10/01/2016 14:16,Dan,Television,Y,Y,43,0:06:42,3,FALSE
ID0548,10/01/2016 14:16,Stewart,Air Conditioner,Y,Y,19,0:00:38,3,FALSE
ID0549,10/01/2016 14:25,Diane,Fridge,Y,Y,74,0:06:34,3,FALSE
ID0550,10/01/2016 14:25,Jim,Television,Y,Y,71,0:04:05,1,FALSE
ID0551,10/01/2016 14:32,Joe,Fridge,Y,Y,117,0:06:16,5,FALSE
ID0552,10/01/2016 14:32,Joe,Washing Machine,Y,Y,61,0:05:01,3,FALSE
ID0553,10/01/2016 14:58,Joe,Washing Machine,Y,Y,118,0:03:20,3,FALSE
ID0554,10/01/2016 14:58,Martha,Fridge,Y,Y,87,0:04:18,4,FALSE
ID0555,10/01/2016 15:56,Diane,Toaster,Y,Y,48,0:01:06,4,FALSE
ID0556,10/01/2016 15:56,Joe,Washing Machine,Y,Y,112,0:02:14,1,FALSE
ID0557,10/01/2016 16:00,Stewart,Washing Machine,Y,Y,99,0:02:44,5,FALSE
ID0558,10/01/2016 16:00,Becky,Air Conditioner,Y,Y,103,0:02:56,4,FALSE
ID0559,10/01/2016 16:37,Joe,Toaster,Y,Y,102,0:00:38,5,FALSE
ID0560,10/01/2016 16:37,Joe,Toaster,Y,Y,74,0:06:56,5,FALSE
ID0561,10/01/2016 16:37,Greg,Toaster,Y,Y,28,0:01:29,1,FALSE
ID0562,10/01/2016 16:37,Joe,Washing Machine,Y,Y,64,0:02:33,4,FALSE
ID0563,10/01/2016 16:42,Diane,Washing Machine,N,N,,,,FALSE
ID0564,10/01/2016 16:42,Becky,Toaster,Y,Y,81,0:06:36,4,FALSE
ID0565,10/01/2016 16:58,Becky,Television,Y,Y,121,0:01:04,3,FALSE
ID0566,10/01/2016 16:58,Joe,Air Conditioner,Y,Y,117,0:02:51,4,FALSE
ID0567,10/01/2016 17:24,Diane,Toaster,Y,Y,55,0:04:14,4,FALSE
ID0568,10/01/2016 17:24,Stewart,Air Conditioner,N,N,,,,FALSE
ID0569,10/01/2016 17:25,Becky,Television,Y,Y,79,0:02:30,3,FALSE
ID0570,10/01/2016 17:25,Martha,Air Conditioner,Y,Y,120,0:02:09,1,FALSE
ID0571,10/01/2016 17:31,Stewart,Washing Machine,Y,Y,50,0:02:41,2,FALSE
ID0572,10/01/2016 17:31,Martha,Fridge,Y,N,15,0:03:03,1,FALSE
ID0573,10/01/2016 17:35,Dan,Television,Y,Y,10,0:04:58,3,FALSE
ID0574,10/01/2016 17:35,Greg,Air Conditioner,Y,Y,110,0:04:14,3,FALSE
ID0575,10/01/2016 17:39,Greg,Toaster,Y,Y,69,0:00:47,3,FALSE
ID0576,10/01/2016 17:39,Jim,Washing Machine,Y,N,122,0:02:48,1,FALSE
ID0577,10/01/2016 17:48,Diane,Washing Machine,Y,Y,47,0:00:58,3,FALSE
ID0578,10/01/2016 17:48,Greg,Air Conditioner,Y,N,124,0:06:46,5,FALSE
ID0579,11/01/2016 9:30,Martha,Television,Y,Y,92,0:02:01,3,FALSE
ID0580,11/01/2016 9:30,Becky,Toaster,Y,Y,110,0:05:32,2,FALSE
ID0581,11/01/2016 9:37,Stewart,Television,Y,Y,84,0:02:25,4,FALSE
ID0582,11/01/2016 9:37,Stewart,Fridge,N,N,,,,FALSE
ID0583,11/01/2016 9:38,Diane,Fridge,Y,Y,81,0:04:21,5,FALSE
ID0584,11/01/2016 9:38,Greg,Toaster,Y,Y,116,0:02:09,4,FALSE
ID0585,11/01/2016 9:38,Diane,Toaster,N,N,,,,FALSE
ID0586,11/01/2016 9:38,Joe,Television,Y,Y,63,0:04:09,3,FALSE
ID0587,11/01/2016 9:48,Dan,Television,N,N,,,,FALSE
ID0588,11/01/2016 9:48,Joe,Television,Y,Y,30,0:04:31,3,FALSE
ID0589,11/01/2016 10:04,Diane,Fridge,Y,Y,22,0:05:42,3,FALSE
ID0590,11/01/2016 10:04,Stewart,Air Conditioner,Y,Y,31,0:05:20,3,FALSE
ID0591,11/01/2016 10:13,Diane,Toaster,Y,Y,47,0:02:32,3,FALSE
ID0592,11/01/2016 10:13,Dan,Air Conditioner,Y,Y,88,0:04:34,3,FALSE
ID0593,11/01/2016 10:20,Martha,Television,Y,Y,106,0:03:39,4,FALSE
ID0594,11/01/2016 10:20,Diane,Toaster,Y,Y,70,0:01:27,5,FALSE
ID0595,11/01/2016 10:26,Martha,Toaster,Y,Y,77,0:05:37,3,FALSE
ID0596,11/01/2016 10:26,Joe,Television,Y,Y,82,0:06:41,3,FALSE
ID0597,11/01/2016 10:32,Greg,Washing Machine,Y,Y,84,0:04:45,3,FALSE
ID0598,11/01/2016 10:32,Martha,Air Conditioner,Y,Y,50,0:06:06,4,FALSE
ID0599,11/01/2016 11:05,Martha,Fridge,N,N,,,,FALSE
ID0600,11/01/2016 11:05,Becky,Washing Machine,Y,Y,73,0:00:45,3,FALSE
ID0601,11/01/2016 11:28,Greg,Washing Machine,Y,Y,79,0:05:24,3,FALSE
ID0602,11/01/2016 11:28,Dan,Washing Machine,Y,Y,124,0:03:58,5,FALSE
ID0603,11/01/2016 11:29,Stewart,Fridge,N,N,,,,FALSE
ID0604,11/01/2016 11:29,Becky,Air Conditioner,Y,N,75,0:03:33,4,FALSE
ID0605,11/01/2016 11:36,Becky,Air Conditioner,Y,Y,34,0:04:31,3,FALSE
ID0606,11/01/2016 11:36,Stewart,Toaster,N,N,,,,FALSE
ID0607,11/01/2016 11:47,Stewart,Television,Y,Y,116,0:03:56,3,FALSE
ID0608,11/01/2016 11:47,Dan,Toaster,Y,Y,20,0:00:33,3,FALSE
ID0609,11/01/2016 12:10,Jim,Television,Y,Y,105,0:06:38,1,FALSE
ID0610,11/01/2016 12:10,Diane,Toaster,Y,Y,25,0:00:53,3,FALSE
ID0611,11/01/2016 12:20,Diane,Toaster,Y,Y,16,0:06:22,4,FALSE
ID0612,11/01/2016 12:20,Martha,Washing Machine,Y,Y,64,0:02:40,4,FALSE
ID0613,11/01/2016 12:24,Stewart,Fridge,Y,Y,82,0:06:51,3,FALSE
ID0614,11/01/2016 12:24,Dan,Television,Y,Y,13,0:02:09,5,FALSE
ID0615,11/01/2016 12:43,Jim,Washing Machine,Y,Y,15,0:00:45,5,FALSE
ID0616,11/01/2016 12:43,Greg,Washing Machine,Y,Y,42,0:06:08,2,FALSE
ID0617,11/01/2016 12:43,Jim,Toaster,N,N,,,,FALSE
ID0618,11/01/2016 12:43,Martha,Toaster,Y,Y,32,0:05:41,3,FALSE
